activity_id,assay_chembl_id,molecule_chembl_id,pchembl_value,relation,standard_type,standard_units,standard_value,target_chembl_id,type,units,value,compound_name,canonical_smiles,molecular_weight,alogp
32260,CHEMBL674637,CHEMBL68920,7.39,=,IC50,nM,41.0,CHEMBL203,IC50,uM,0.041,,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,,
32267,CHEMBL674637,CHEMBL69960,6.77,=,IC50,nM,170.0,CHEMBL203,IC50,uM,0.17,,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,,
32680,CHEMBL677833,CHEMBL137635,5.03,=,IC50,nM,9300.0,CHEMBL203,IC50,uM,9.3,,CN(c1ccccc1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12,,
32770,CHEMBL674643,CHEMBL306988,,=,IC50,nM,500000.0,CHEMBL203,IC50,uM,500.0,,CC(=C(C#N)C#N)c1ccc(NC(=O)CCC(=O)O)cc1,,
32772,CHEMBL674643,CHEMBL66879,,=,IC50,nM,3000000.0,CHEMBL203,IC50,uM,3000.0,COUMARIC ACID,O=C(O)/C=C/c1ccc(O)cc1,,
32780,CHEMBL674643,CHEMBL77085,4.02,=,IC50,nM,96000.0,CHEMBL203,IC50,uM,96.0,,N#CC(C#N)=Cc1cc(O)ccc1[N+](=O)[O-],,
33406,CHEMBL674637,CHEMBL443268,5.28,=,IC50,nM,5310.0,CHEMBL203,IC50,uM,5.31,,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)N(C)c2ncnc(Nc3ccc(F)c(Cl)c3)c21,,
34039,CHEMBL674643,CHEMBL76979,,=,IC50,nM,264000.0,CHEMBL203,IC50,uM,264.0,,COc1cc(/C=C(\C#N)C(=O)O)cc(OC)c1O,,
34041,CHEMBL674643,CHEMBL76589,6.90,=,IC50,nM,125.0,CHEMBL203,IC50,uM,0.125,,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)cc1,,
34049,CHEMBL674643,CHEMBL76904,4.46,=,IC50,nM,35000.0,CHEMBL203,IC50,uM,35.0,TYRPHOSTIN 23,N#CC(C#N)=Cc1ccc(O)c(O)c1,,
34051,CHEMBL674643,CHEMBL1009,,=,IC50,nM,900000.0,CHEMBL203,IC50,uM,900.0,LEVODOPA,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,,
34669,CHEMBL674637,CHEMBL304271,9.35,=,IC50,nM,0.45,CHEMBL203,IC50,uM,0.00045,,CCN(CC)CC(O)CNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,,
35294,CHEMBL674643,CHEMBL296407,5.00,=,IC50,nM,10000.0,CHEMBL203,IC50,uM,10.0,,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,,
35296,CHEMBL674643,CHEMBL309625,4.22,=,IC50,nM,60000.0,CHEMBL203,IC50,uM,60.0,,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c([N+](=O)[O-])c1,,
35297,CHEMBL674643,CHEMBL77825,,=,IC50,nM,600000.0,CHEMBL203,IC50,uM,600.0,,COc1ccc(NN=C(C#N)C#N)cc1,,
35301,CHEMBL674643,CHEMBL421877,,=,IC50,nM,850000.0,CHEMBL203,IC50,uM,850.0,,COc1cc(C=C(C#N)C#N)cc(OC)c1O,,
36518,CHEMBL674643,CHEMBL310798,5.52,=,IC50,nM,3000.0,CHEMBL203,IC50,uM,3.0,TYRPHOSTIN 25,N#CC(C#N)=Cc1cc(O)c(O)c(O)c1,,
37510,CHEMBL677833,CHEMBL135592,5.10,=,IC50,nM,8000.0,CHEMBL203,IC50,uM,8.0,,C/N=N/Nc1ccc2ncnc(N(C)c3ccccc3)c2c1,,
40025,CHEMBL674643,CHEMBL309866,,=,IC50,nM,1300000.0,CHEMBL203,IC50,uM,1300.0,,N#C/C(=C\c1ccc([N+](=O)[O-])cc1)C(=O)O,,
40026,CHEMBL674643,CHEMBL77381,,=,IC50,nM,1360000.0,CHEMBL203,IC50,uM,1360.0,,N#C/C(=C/c1ccc[nH]1)C(=O)O,,
41220,CHEMBL674643,CHEMBL76602,,=,IC50,nM,165000.0,CHEMBL203,IC50,uM,165.0,alpha-CYANO-4-HYDROXYCINNAMIC ACID,N#C/C(=C\c1ccc(O)cc1)C(=O)O,,
41222,CHEMBL674643,CHEMBL77737,,=,IC50,nM,250000.0,CHEMBL203,IC50,uM,250.0,,N#CC(C#N)=Cc1ccncc1,,
41226,CHEMBL674643,CHEMBL308134,,=,IC50,nM,125000.0,CHEMBL203,IC50,uM,125.0,,N#CC(C#N)=Cc1ccc(O)c([N+](=O)[O-])c1,,
42300,CHEMBL677833,CHEMBL136491,7.85,=,IC50,nM,14.0,CHEMBL203,IC50,uM,0.014,,CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,,
43662,CHEMBL674643,CHEMBL76557,,=,IC50,nM,625000.0,CHEMBL203,IC50,uM,625.0,,N#CCNC(=O)/C(C#N)=C/c1ccc(O)cc1,,
44685,CHEMBL677833,CHEMBL336113,6.00,=,IC50,nM,1000.0,CHEMBL203,IC50,uM,1.0,,Cc1cccc(Nc2ncnc3ccc(N)cc23)c1,,
44690,CHEMBL677833,CHEMBL133024,7.00,=,IC50,nM,100.0,CHEMBL203,IC50,uM,0.1,,C/N=N/Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,,
44695,CHEMBL677833,CHEMBL344652,4.88,=,IC50,nM,13350.0,CHEMBL203,IC50,uM,13.35,,CN(C)/N=N/c1ccc2ncnc(N(C)c3ccccc3)c2c1,,
44885,CHEMBL674643,CHEMBL77814,,=,IC50,nM,350000.0,CHEMBL203,IC50,uM,350.0,,N#CC(C#N)=CNc1ccc(O)cc1,,
44886,CHEMBL674643,CHEMBL47986,4.85,=,IC50,nM,14000.0,CHEMBL203,IC50,uM,14.0,ERBSTATIN,O=CN/C=C/c1cc(O)ccc1O,,
45867,CHEMBL677833,CHEMBL138125,6.62,=,IC50,nM,238.0,CHEMBL203,IC50,uM,0.238,,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccn4)cc23)c1,,
45872,CHEMBL677833,CHEMBL137364,7.19,=,IC50,nM,64.0,CHEMBL203,IC50,uM,0.064,,Brc1cccc(Nc2ncnc3ccc(N/N=N/CCN4CCOCC4)cc23)c1,,
45958,CHEMBL674643,CHEMBL308339,,=,IC50,nM,1400000.0,CHEMBL203,IC50,uM,1400.0,,N#CC(C#N)=C1C(=O)NC(=O)NC1=O,,
45961,CHEMBL674643,CHEMBL78174,,=,IC50,nM,430000.0,CHEMBL203,IC50,uM,430.0,,N#CC(C#N)=Cc1ccc(C(=O)O)cc1,,
46694,CHEMBL674637,CHEMBL302552,7.66,=,IC50,nM,22.0,CHEMBL203,IC50,uM,0.022,,O=C1Nc2ncnc(Nc3ccc(F)c(Cl)c3)c2/C1=C/c1ccc(C(=O)NCCN2CCOCC2)[nH]1,,
47278,CHEMBL674643,CHEMBL309598,4.87,=,IC50,nM,13500.0,CHEMBL203,IC50,uM,13.5,,N#CC(C#N)=C(O)c1cc(O)c(O)c(O)c1,,
47933,CHEMBL674637,CHEMBL67057,8.35,=,IC50,nM,4.5,CHEMBL203,IC50,uM,0.0045,,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,,
48459,CHEMBL677833,CHEMBL332096,6.29,=,IC50,nM,508.0,CHEMBL203,IC50,uM,0.508,,Nc1ccc2ncnc(NCc3ccccc3)c2c1,,
48552,CHEMBL674643,CHEMBL77387,,=,IC50,nM,450000.0,CHEMBL203,IC50,uM,450.0,,N#CC(C#N)=Cc1ccc([N+](=O)[O-])c(O)c1,,
49320,CHEMBL674637,CHEMBL432903,6.70,=,IC50,nM,200.0,CHEMBL203,IC50,uM,0.2,,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c1C,,
49323,CHEMBL674637,CHEMBL69964,6.68,=,IC50,nM,210.0,CHEMBL203,IC50,uM,0.21,,Cc1cc(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]c1C(=O)N1CCN(C)CC1,,
49326,CHEMBL674637,CHEMBL65848,5.85,=,IC50,nM,1410.0,CHEMBL203,IC50,uM,1.41,,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21,,
49986,CHEMBL674643,CHEMBL78184,,=,IC50,nM,833000.0,CHEMBL203,IC50,uM,833.0,,N#C/C(=C\c1ccc(F)cc1)C(=O)O,,
49988,CHEMBL674643,CHEMBL76985,4.33,=,IC50,nM,47000.0,CHEMBL203,IC50,uM,47.0,,N#C/C(=C\c1ccc(C=O)cc1)C(=O)O,,
49992,CHEMBL674643,CHEMBL145,,=,IC50,nM,1200000.0,CHEMBL203,IC50,uM,1200.0,CAFFEIC ACID,O=C(O)/C=C/c1ccc(O)c(O)c1,,
50668,CHEMBL674637,CHEMBL69629,8.19,=,IC50,nM,6.5,CHEMBL203,IC50,uM,0.0065,,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,,
51141,CHEMBL677833,CHEMBL136492,5.08,=,IC50,nM,8400.0,CHEMBL203,IC50,uM,8.4,,CN(c1ccccc1)c1ncnc2ccc(N)cc12,,
51244,CHEMBL674643,CHEMBL77197,,=,IC50,nM,1100000.0,CHEMBL203,IC50,uM,1100.0,,COc1cc(/C(C)=C(\C#N)C(=O)O)ccc1O,,
51249,CHEMBL674643,CHEMBL305695,,=,IC50,nM,560000.0,CHEMBL203,IC50,uM,560.0,,N#CC(C#N)=Cc1ccc(O)cc1,,
52474,CHEMBL674643,CHEMBL76587,,=,IC50,nM,6500000.0,CHEMBL203,IC50,uM,6500.0,,N#CC(C#N)Cc1ccc(O)cc1,,
53212,CHEMBL674637,CHEMBL66570,7.89,=,IC50,nM,13.0,CHEMBL203,IC50,uM,0.013,,CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1,,
53758,CHEMBL674643,CHEMBL308048,,=,IC50,nM,800000.0,CHEMBL203,IC50,uM,800.0,,N#C/C(=C\c1ccc(O)cc1)C(N)=O,,
53761,CHEMBL674643,CHEMBL311119,4.22,=,IC50,nM,60000.0,CHEMBL203,IC50,uM,60.0,,N#CC(C#N)=Cc1ccc(C=O)cc1,,
53763,CHEMBL674643,CHEMBL76905,4.43,=,IC50,nM,37000.0,CHEMBL203,IC50,uM,37.0,,N#CC(C#N)=Cc1cc(O)cc(O)c1,,
53765,CHEMBL674643,CHEMBL77524,,=,IC50,nM,833000.0,CHEMBL203,IC50,uM,833.0,,COc1ccc(/C=C(\C#N)C(=O)O)cc1,,
54402,CHEMBL674637,CHEMBL305194,7.54,=,IC50,nM,29.0,CHEMBL203,IC50,uM,0.029,,Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,,
54979,CHEMBL674643,CHEMBL307250,,=,IC50,nM,325000.0,CHEMBL203,IC50,uM,325.0,,COc1cc(/C=C(\C#N)C(=O)O)ccc1O,,
54990,CHEMBL674643,CHEMBL80155,5.22,=,IC50,nM,6000.0,CHEMBL203,IC50,uM,6.0,,COc1cc(C=C(C#N)C#N)cc(O)c1O,,
56107,CHEMBL677833,CHEMBL343352,6.70,=,IC50,nM,200.0,CHEMBL203,IC50,uM,0.2,,Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,,
57335,CHEMBL677833,CHEMBL52765,7.36,=,IC50,nM,44.0,CHEMBL203,IC50,uM,0.044,,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,
57444,CHEMBL674643,CHEMBL311564,,=,IC50,nM,450000.0,CHEMBL203,IC50,uM,450.0,,COc1ccc(C(O)=C(C#N)C#N)cc1,,
57445,CHEMBL674643,CHEMBL76642,4.12,=,IC50,nM,75000.0,CHEMBL203,IC50,uM,75.0,,N#C/C(=C/c1cc(O)ccc1O)C(=O)O,,
58119,CHEMBL674637,CHEMBL308645,8.33,=,IC50,nM,4.7,CHEMBL203,IC50,uM,0.0047,,Cc1cc(CCC(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,,
58122,CHEMBL674637,CHEMBL67003,8.74,=,IC50,nM,1.8,CHEMBL203,IC50,uM,0.0018,,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c21,,
58604,CHEMBL674643,CHEMBL307248,,=,IC50,nM,640000.0,CHEMBL203,IC50,uM,640.0,,N#CC(C#N)=Cc1ccc(NC(=O)CCC(=O)O)cc1,,
60010,CHEMBL674643,CHEMBL310958,,=,IC50,nM,225000.0,CHEMBL203,IC50,uM,225.0,,N#CC(C#N)=NNc1ccc(O)cc1,,
60019,CHEMBL674643,CHEMBL78005,,=,IC50,nM,350000.0,CHEMBL203,IC50,uM,350.0,,N#CC(C#N)=Cc1ccc2c(c1)OCO2,,
61241,CHEMBL677833,CHEMBL134312,7.96,=,IC50,nM,11.0,CHEMBL203,IC50,uM,0.011,,CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,
61373,CHEMBL674643,CHEMBL77243,4.26,=,IC50,nM,55000.0,CHEMBL203,IC50,uM,55.0,,CCCCc1cc(/C=C(\C#N)C(N)=O)cc(CCCC)c1O,,
61374,CHEMBL674643,CHEMBL80745,5.92,=,IC50,nM,1200.0,CHEMBL203,IC50,uM,1.2,,COc1cc(/C=C(\C#N)C(N)=C(C#N)C#N)cc(O)c1O,,
61378,CHEMBL674643,CHEMBL77778,,=,IC50,nM,450000.0,CHEMBL203,IC50,uM,450.0,,N#CC(C#N)=Cc1ccc(/C=C/C(=O)O)cc1,,
62047,CHEMBL674637,CHEMBL305246,8.55,=,IC50,nM,2.8,CHEMBL203,IC50,uM,0.0028,,Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,,
62054,CHEMBL674637,CHEMBL69966,7.75,=,IC50,nM,18.0,CHEMBL203,IC50,uM,0.018,,C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1,,
62149,CHEMBL679674,CHEMBL47940,5.50,=,IC50,nM,3200.0,CHEMBL203,IC50,uM,3.2,,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1,,
62715,CHEMBL674643,CHEMBL57712,,=,IC50,nM,1300000.0,CHEMBL203,IC50,uM,1300.0,,N#CC(C#N)=Cc1cc[n+]([O-])cc1,,
62720,CHEMBL674643,CHEMBL77869,,=,IC50,nM,200000.0,CHEMBL203,IC50,uM,200.0,,COc1cc(C=C(C#N)C#N)ccc1O,,
63367,CHEMBL674637,CHEMBL69358,8.92,=,IC50,nM,1.2,CHEMBL203,IC50,uM,0.0012,,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,,
63847,CHEMBL677833,CHEMBL137189,6.70,=,IC50,nM,200.0,CHEMBL203,IC50,uM,0.2,,C/N=N/Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,,
63852,CHEMBL677833,CHEMBL137617,7.41,=,IC50,nM,39.0,CHEMBL203,IC50,uM,0.039,,C/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,
63857,CHEMBL677833,CHEMBL137027,6.32,=,IC50,nM,482.0,CHEMBL203,IC50,uM,0.482,,CN(C)/N=N/c1ccc2ncnc(NCc3ccccc3)c2c1,,
64040,CHEMBL674643,CHEMBL78257,6.10,=,IC50,nM,800.0,CHEMBL203,IC50,uM,0.8,TYRPHOSTIN 51,N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(O)c1,,
64049,CHEMBL674643,CHEMBL76082,,=,IC50,nM,560000.0,CHEMBL203,IC50,uM,560.0,,N#CC(C#N)=Cc1cc2c(cc1[N+](=O)[O-])OCO2,,
64050,CHEMBL674643,CHEMBL77595,,=,IC50,nM,850000.0,CHEMBL203,IC50,uM,850.0,,N#C/C(=C\c1ccccc1)C(=O)O,,
65265,CHEMBL674643,CHEMBL309334,5.60,=,IC50,nM,2500.0,CHEMBL203,IC50,uM,2.5,,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c(O)c1,,
65267,CHEMBL674643,CHEMBL310514,,=,IC50,nM,260000.0,CHEMBL203,IC50,uM,260.0,,N#CC(C#N)=Cc1ccc[nH]1,,
66030,CHEMBL674637,CHEMBL304971,6.39,=,IC50,nM,410.0,CHEMBL203,IC50,uM,0.41,,Cc1c(C(=O)N2CCN(C)CC2)c[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,,
66033,CHEMBL674637,CHEMBL69071,8.23,=,IC50,nM,5.9,CHEMBL203,IC50,uM,0.0059,,Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,,
66490,CHEMBL677833,CHEMBL137534,7.42,=,IC50,nM,38.0,CHEMBL203,IC50,uM,0.038,,CN(C)CC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,
66495,CHEMBL677833,CHEMBL137788,6.47,=,IC50,nM,335.0,CHEMBL203,IC50,uM,0.335,,C/N=N/Nc1ccc2ncnc(NCc3ccccc3)c2c1,,
67606,CHEMBL677833,CHEMBL424093,7.60,=,IC50,nM,25.0,CHEMBL203,IC50,uM,0.025,,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccc4)cc23)c1,,
67808,CHEMBL674643,CHEMBL77030,5.62,=,IC50,nM,2400.0,CHEMBL203,IC50,uM,2.4,TYRPHOSTIN 47,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,,
67822,CHEMBL674643,CHEMBL78150,,=,IC50,nM,460000.0,CHEMBL203,IC50,uM,460.0,TYRPHOSTIN A9,CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O,,
68470,CHEMBL674637,CHEMBL264382,8.96,=,IC50,nM,1.1,CHEMBL203,IC50,uM,0.0011,,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,,
69112,CHEMBL674643,CHEMBL308133,,=,IC50,nM,1500000.0,CHEMBL203,IC50,uM,1500.0,,O=C(O)C(=Cc1ccc(O)cc1)C(=O)O,,
69116,CHEMBL674643,CHEMBL307179,,=,IC50,nM,160000.0,CHEMBL203,IC50,uM,160.0,,COc1cc(C=C(C#N)C#N)cc([N+](=O)[O-])c1O,,
69854,CHEMBL674637,CHEMBL305782,6.75,=,IC50,nM,180.0,CHEMBL203,IC50,uM,0.18,,Cc1[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c(C)c1CCC(=O)O,,
69857,CHEMBL674637,CHEMBL308672,6.35,=,IC50,nM,450.0,CHEMBL203,IC50,uM,0.45,,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1,,
70342,CHEMBL677833,CHEMBL133023,7.62,=,IC50,nM,24.0,CHEMBL203,IC50,uM,0.024,,Cc1cccc(Nc2ncnc3ccc(/N=N/N(C)C)cc23)c1,,
70559,CHEMBL674643,CHEMBL310400,,=,IC50,nM,375000.0,CHEMBL203,IC50,uM,375.0,,N#CC(C#N)=Cc1cccc(O)c1,,
71575,CHEMBL677833,CHEMBL136674,7.15,=,IC50,nM,71.0,CHEMBL203,IC50,uM,0.071,,COCC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,
71725,CHEMBL674643,CHEMBL73820,4.60,=,IC50,nM,25000.0,CHEMBL203,IC50,uM,25.0,,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)O,,
71727,CHEMBL674643,CHEMBL79064,,=,IC50,nM,230000.0,CHEMBL203,IC50,uM,230.0,,N#CC(C#N)=C(O)c1ccc(O)cc1,,
71728,CHEMBL674643,CHEMBL77803,6.30,=,IC50,nM,500.0,CHEMBL203,IC50,uM,0.5,,N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(Br)c1,,
71729,CHEMBL674643,CHEMBL75718,,=,IC50,nM,2400000.0,CHEMBL203,IC50,uM,2400.0,,N#C/C=C/c1ccc(O)cc1,,
71733,CHEMBL674643,CHEMBL77298,,=,IC50,nM,153000.0,CHEMBL203,IC50,uM,153.0,,COc1cc(C=C(C#N)C#N)cc(Br)c1O,,
78012,CHEMBL679949,CHEMBL432941,5.05,=,IC50,nM,8880.0,CHEMBL203,IC50,uM,8.88,,COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c3c(c2CCC(=O)O)CCCC3)c1,,
81208,CHEMBL674698,CHEMBL322395,5.52,=,IC50,nM,3000.0,CHEMBL203,IC50,nM,3000.0,,COc1cc(Nc2c(C#N)cnc3cc(-c4ccc(CN5CCOCC5)cc4)ccc23)c(Cl)cc1Cl,,
84549,CHEMBL679949,CHEMBL431996,4.25,=,IC50,nM,56500.0,CHEMBL203,IC50,uM,56.5,,O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(C(=O)O)cc32)[nH]c2c1CCCC2,,
98667,CHEMBL679949,CHEMBL86531,4.54,=,IC50,nM,29100.0,CHEMBL203,IC50,uM,29.1,,NS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)O)CCCC3)C(=O)N2,,
105738,CHEMBL673925,CHEMBL138691,8.38,=,IC50,nM,4.2,CHEMBL203,IC50 app,nM,4.2,,C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,
105739,CHEMBL677216,CHEMBL138691,5.64,=,IC50,nM,2282.0,CHEMBL203,IC50,nM,2282.0,,C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,
106877,CHEMBL673925,CHEMBL139307,8.48,=,IC50,nM,3.3,CHEMBL203,IC50 app,nM,3.3,,C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,
106878,CHEMBL677216,CHEMBL139307,6.71,=,IC50,nM,194.0,CHEMBL203,IC50,nM,194.0,,C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,
107298,CHEMBL680019,CHEMBL322298,6.70,=,IC50,nM,200.0,CHEMBL203,IC50,uM,0.2,,CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,,
107302,CHEMBL680019,CHEMBL111434,6.17,=,IC50,nM,670.0,CHEMBL203,IC50,uM,0.67,,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(Br)c3)nc21,,
107306,CHEMBL680019,CHEMBL111197,7.52,=,IC50,nM,30.0,CHEMBL203,IC50,uM,0.03,,COc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,,
107990,CHEMBL673925,CHEMBL136058,9.09,=,IC50,nM,0.81,CHEMBL203,IC50 app,nM,0.81,,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,,
107991,CHEMBL677216,CHEMBL136058,8.06,=,IC50,nM,8.8,CHEMBL203,IC50,nM,8.8,,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,,
107993,CHEMBL677213,CHEMBL136058,8.06,=,IC50,nM,8.8,CHEMBL203,IC50,nM,8.8,,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,,
108863,CHEMBL683041,CHEMBL939,6.29,=,IC50,nM,515.0,CHEMBL203,IC50,uM,0.515,GEFITINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,,
108868,CHEMBL683041,CHEMBL95320,6.07,=,IC50,nM,850.0,CHEMBL203,IC50,uM,0.85,,C#Cc1cccc(Nc2c(C#N)cnc3cc(OCCOC)c(OCCOC)cc23)c1,,
110218,CHEMBL677391,CHEMBL292323,5.19,=,IC50,nM,6500.0,CHEMBL203,IC50,uM,6.5,,COc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(OC)c4n3C)n(C)c12,,
110479,CHEMBL673925,CHEMBL545315,8.82,=,IC50,nM,1.5,CHEMBL203,IC50 app,nM,1.5,CANERTINIB DIHYDROCHLORIDE,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,,
110480,CHEMBL677216,CHEMBL545315,8.13,=,IC50,nM,7.4,CHEMBL203,IC50,nM,7.4,CANERTINIB DIHYDROCHLORIDE,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,,
110482,CHEMBL677213,CHEMBL545315,8.13,=,IC50,nM,7.4,CHEMBL203,IC50,nM,7.4,CANERTINIB DIHYDROCHLORIDE,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,,
111014,CHEMBL680019,CHEMBL111365,5.89,=,IC50,nM,1300.0,CHEMBL203,IC50,uM,1.3,,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cn1,,
111935,CHEMBL673925,CHEMBL422292,8.82,=,IC50,nM,1.5,CHEMBL203,IC50 app,nM,1.5,,CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,
111936,CHEMBL677216,CHEMBL422292,7.29,=,IC50,nM,51.0,CHEMBL203,IC50,nM,51.0,,CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,
112452,CHEMBL680019,CHEMBL113023,6.60,=,IC50,nM,250.0,CHEMBL203,IC50,uM,0.25,,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1C,,
113112,CHEMBL677391,CHEMBL304414,5.00,=,IC50,nM,10000.0,CHEMBL203,IC50,uM,10.0,,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2C)c(C(=O)Nc2ccccc2)c2ccccc21,,
113789,CHEMBL680019,CHEMBL106232,5.35,=,IC50,nM,4500.0,CHEMBL203,IC50,uM,4.5,,CN1CCN(CCCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,,
113793,CHEMBL680019,CHEMBL327127,7.05,=,IC50,nM,90.0,CHEMBL203,IC50,uM,0.09,,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21,,
