activity_id,assay_chembl_id,molecule_chembl_id,pchembl_value,relation,standard_type,standard_units,standard_value,target_chembl_id,type,units,value,compound_name,canonical_smiles,molecular_weight,alogp
16655517,CHEMBL3829377,CHEMBL3827349,7.55,=,IC50,nM,28.2,CHEMBL203,IC50,nM,28.2,,c1cnc2ccc(Nc3ncnc4ccc(-c5cnn(C6CCNCC6)c5)cc34)cc2c1,,
16655518,CHEMBL3829377,CHEMBL939,9.23,=,IC50,nM,0.585,CHEMBL203,IC50,nM,0.585,GEFITINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,,
16655519,CHEMBL3829378,CHEMBL3828269,8.46,=,IC50,nM,3.5,CHEMBL203,IC50,nM,3.5,,Cn1cc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cn1,,
16655520,CHEMBL3829378,CHEMBL3828079,6.97,=,IC50,nM,108.0,CHEMBL203,IC50,nM,108.0,,Cn1cc(-c2ccc3ncnc(Nc4ccc5ncccc5c4)c3c2)cn1,,
16655521,CHEMBL3829378,CHEMBL3828021,8.37,=,IC50,nM,4.25,CHEMBL203,IC50,nM,4.25,,C#Cc1cccc(Nc2ncnc3ccc(-c4cnn(C)c4)cc23)c1,,
16655522,CHEMBL3829378,CHEMBL3828092,7.41,=,IC50,nM,39.1,CHEMBL203,IC50,nM,39.1,,Fc1ccc(Nc2ncnc3ccc(-c4cnn(C5CCNCC5)c4)cc23)cc1Cl,,
16655523,CHEMBL3829378,CHEMBL3827349,7.46,=,IC50,nM,35.0,CHEMBL203,IC50,nM,35.0,,c1cnc2ccc(Nc3ncnc4ccc(-c5cnn(C6CCNCC6)c5)cc34)cc2c1,,
16655524,CHEMBL3829378,CHEMBL939,9.20,=,IC50,nM,0.637,CHEMBL203,IC50,nM,0.637,GEFITINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,,
16655540,CHEMBL3829370,CHEMBL939,5.99,=,IC50,nM,1013.0,CHEMBL203,IC50,nM,1013.0,GEFITINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,,
16666119,CHEMBL3854309,CHEMBL554,7.58,=,IC50,nM,26.0,CHEMBL203,IC50,uM,0.026,LAPATINIB,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,
16666120,CHEMBL3854309,CHEMBL3912361,6.62,=,IC50,nM,240.0,CHEMBL203,IC50,uM,0.24,,O=C(CCl)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(N5CCCCC5)c(Cl)c4)c3cc21,,
16666121,CHEMBL3854309,CHEMBL3982289,7.72,=,IC50,nM,19.0,CHEMBL203,IC50,uM,0.019,,O=C(CCl)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(N5CCOCC5)c(Cl)c4)c3cc21,,
16666122,CHEMBL3854309,CHEMBL3921302,7.70,=,IC50,nM,20.0,CHEMBL203,IC50,uM,0.02,,CN1CCN(c2ccc(Nc3ncnc4cc5oc(=O)n(CCOC(=O)CCl)c5cc34)cc2Cl)CC1,,
16666124,CHEMBL3854309,CHEMBL3930270,6.29,=,IC50,nM,510.0,CHEMBL203,IC50,uM,0.51,,O=C(CCl)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(Oc5cccc(C(F)(F)F)c5)c(Cl)c4)c3cc21,,
16666125,CHEMBL3854309,CHEMBL3902295,5.33,=,IC50,nM,4700.0,CHEMBL203,IC50,uM,4.7,,O=C(CCl)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(F)c(F)c4)c3cc21,,
16666126,CHEMBL3854309,CHEMBL3908711,6.34,=,IC50,nM,460.0,CHEMBL203,IC50,uM,0.46,,O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,,
16666127,CHEMBL3854309,CHEMBL3936642,7.11,=,IC50,nM,77.0,CHEMBL203,IC50,uM,0.077,,O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3cc21,,
16666128,CHEMBL3854309,CHEMBL3917657,6.06,=,IC50,nM,870.0,CHEMBL203,IC50,uM,0.87,,CC(C)(C)c1ccc(Nc2ncnc3cc4oc(=O)n(CCOC(=O)CBr)c4cc23)cc1,,
16666129,CHEMBL3854309,CHEMBL3945555,6.80,=,IC50,nM,160.0,CHEMBL203,IC50,uM,0.16,,O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(Oc5cccc(C(F)(F)F)c5)c(Cl)c4)c3cc21,,
16666132,CHEMBL3854309,CHEMBL3960786,5.03,=,IC50,nM,9300.0,CHEMBL203,IC50,uM,9.3,,O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(NC(=O)N5CCCCC5)cc4)c3cc21,,
16666133,CHEMBL3854309,CHEMBL3891774,5.07,=,IC50,nM,8500.0,CHEMBL203,IC50,uM,8.5,,O=C(Nc1ccc(Nc2ncnc3cc4oc(=O)n(CCOC(=O)CBr)c4cc23)cc1)NC1CCCCC1,,
16666134,CHEMBL3854309,CHEMBL3906330,6.52,=,IC50,nM,300.0,CHEMBL203,IC50,uM,0.3,,O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(F)c(F)c4)c3cc21,,
16666136,CHEMBL3854309,CHEMBL3915306,5.19,=,IC50,nM,6400.0,CHEMBL203,IC50,uM,6.4,,O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(OCc5ccc(Cl)cc5)cc4)c3cc21,,
16666139,CHEMBL3854309,CHEMBL3910361,5.28,=,IC50,nM,5200.0,CHEMBL203,IC50,uM,5.2,,C#Cc1cccc(Nc2ncnc3cc4oc(=O)n(CCOC(=O)CBr)c4cc23)c1,,
16666140,CHEMBL3854309,CHEMBL3897363,8.10,=,IC50,nM,8.0,CHEMBL203,IC50,uM,0.008,,CN1CCN(c2ccc(Nc3ncnc4cc5oc(=O)n(CCOC(=O)CBr)c5cc34)cc2Cl)CC1,,
16666141,CHEMBL3854309,CHEMBL3965948,8.00,=,IC50,nM,10.0,CHEMBL203,IC50,uM,0.01,,O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(N5CCOCC5)c(Cl)c4)c3cc21,,
16666142,CHEMBL3854309,CHEMBL3969628,6.74,=,IC50,nM,184.0,CHEMBL203,IC50,uM,0.184,,O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(N5CCCCC5)c(Cl)c4)c3cc21,,
16666143,CHEMBL3854309,CHEMBL3940060,6.48,=,IC50,nM,330.0,CHEMBL203,IC50,uM,0.33,,O=C(CCl)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,,
16668203,CHEMBL3854863,CHEMBL3948084,7.77,=,IC50,nM,17.0,CHEMBL203,IC50,uM,0.017,,CCC(=O)Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cc1OC,,
16668204,CHEMBL3854863,CHEMBL3977326,7.68,=,IC50,nM,21.0,CHEMBL203,IC50,uM,0.021,,CCC(=O)Nc1cc2c(Nc3ccc4c(ccn4Cc4ccccc4)c3)ncnc2cc1OC,,
16668205,CHEMBL3854863,CHEMBL3921347,7.10,=,IC50,nM,79.0,CHEMBL203,IC50,uM,0.079,,CCC(=O)Nc1cc2c(Nc3ccc4[nH]ncc4c3)ncnc2cc1OC,,
16668206,CHEMBL3854863,CHEMBL3963723,8.22,=,IC50,nM,6.0,CHEMBL203,IC50,uM,0.006,,CCC(=O)Nc1cc2c(Nc3ccc4[nH]ccc4c3)ncnc2cc1OC,,
16668207,CHEMBL3854863,CHEMBL3930316,8.70,=,IC50,nM,2.0,CHEMBL203,IC50,uM,0.002,,CCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,,
16668208,CHEMBL3854863,CHEMBL3957801,8.05,=,IC50,nM,9.0,CHEMBL203,IC50,uM,0.009,,CCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,,
16668209,CHEMBL3854863,CHEMBL3946232,8.15,=,IC50,nM,7.0,CHEMBL203,IC50,uM,0.007,,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)C1=CCCC1,,
16668210,CHEMBL3854863,CHEMBL3918330,7.66,=,IC50,nM,22.0,CHEMBL203,IC50,uM,0.022,,C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,,
16668211,CHEMBL3854863,CHEMBL3974571,7.68,=,IC50,nM,21.0,CHEMBL203,IC50,uM,0.021,,C=C(C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,,
16668212,CHEMBL3854863,CHEMBL545315,8.70,=,IC50,nM,2.0,CHEMBL203,IC50,uM,0.002,CANERTINIB DIHYDROCHLORIDE,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,,
16668213,CHEMBL3854863,CHEMBL3968839,7.21,=,IC50,nM,61.0,CHEMBL203,IC50,uM,0.061,,CCC(=O)Nc1cc2c(Nc3ccc4c(ccn4Cc4ccccn4)c3)ncnc2cc1OC,,
16668214,CHEMBL3854863,CHEMBL3939300,6.15,=,IC50,nM,714.0,CHEMBL203,IC50,uM,0.714,,CCC(=O)Nc1cc2c(Nc3ccc4c(ccn4Cc4cccnc4)c3)ncnc2cc1OC,,
16668215,CHEMBL3854863,CHEMBL3919183,7.03,=,IC50,nM,94.0,CHEMBL203,IC50,uM,0.094,,CCC(=O)Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccn4)c3)ncnc2cc1OC,,
16668216,CHEMBL3854863,CHEMBL3981041,6.90,=,IC50,nM,127.0,CHEMBL203,IC50,uM,0.127,,CCC(=O)Nc1cc2c(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)ncnc2cc1OC,,
16668217,CHEMBL3854863,CHEMBL3964380,7.07,=,IC50,nM,86.0,CHEMBL203,IC50,uM,0.086,,CCC(=O)Nc1cc2c(Nc3ccc4c(ccn4Cc4ccco4)c3)ncnc2cc1OC,,
16668218,CHEMBL3854863,CHEMBL3904205,6.76,=,IC50,nM,175.0,CHEMBL203,IC50,uM,0.175,,CCC(=O)Nc1cc2c(Nc3ccc4c(c3)CCN4Cc3ccccc3)ncnc2cc1OC,,
16668219,CHEMBL3854863,CHEMBL3960911,6.29,=,IC50,nM,519.0,CHEMBL203,IC50,uM,0.519,,CCC(=O)Nc1cc2c(Nc3ccc4c(c3)CCN4Cc3ccccn3)ncnc2cc1OC,,
16668220,CHEMBL3854863,CHEMBL3962032,6.38,=,IC50,nM,421.0,CHEMBL203,IC50,uM,0.421,,CCC(=O)Nc1cc2c(Nc3ccc4c(ccn4CC(C)C)c3)ncnc2cc1OC,,
16668221,CHEMBL3854863,CHEMBL3934539,6.87,=,IC50,nM,136.0,CHEMBL203,IC50,uM,0.136,,CCC(=O)Nc1cc2c(NCc3ccccc3)ncnc2cc1OC,,
16668222,CHEMBL3854863,CHEMBL3973028,7.07,=,IC50,nM,86.0,CHEMBL203,IC50,uM,0.086,,CCC(=O)Nc1cc2c(N[C@H](C)c3ccccc3)ncnc2cc1OC,,
16668223,CHEMBL3854863,CHEMBL3943512,7.19,=,IC50,nM,65.0,CHEMBL203,IC50,uM,0.065,,CCC(=O)Nc1cc2c(Nc3ccc(Oc4ccccc4)cc3)ncnc2cc1OC,,
16668224,CHEMBL3854863,CHEMBL3944572,6.05,=,IC50,nM,881.0,CHEMBL203,IC50,uM,0.881,,CCC(=O)Nc1cc2c(Nc3ccc(Oc4cccc(F)c4)cc3)ncnc2cc1OC,,
16668225,CHEMBL3854863,CHEMBL3916644,6.29,=,IC50,nM,509.0,CHEMBL203,IC50,uM,0.509,,CCC(=O)Nc1cc2c(Nc3ccc(Oc4ccc5c(c4)OCO5)cc3)ncnc2cc1OC,,
16668226,CHEMBL3854863,CHEMBL3951754,6.28,=,IC50,nM,531.0,CHEMBL203,IC50,uM,0.531,,CCC(=O)Nc1cc2c(Nc3ccc(Oc4cccnc4)cc3)ncnc2cc1OC,,
16668227,CHEMBL3854863,CHEMBL3980622,6.69,=,IC50,nM,205.0,CHEMBL203,IC50,uM,0.205,,CCC(=O)Nc1cc2c(Nc3ccc(Cc4ccccn4)cc3)ncnc2cc1OC,,
16668228,CHEMBL3854863,CHEMBL3942999,6.41,=,IC50,nM,388.0,CHEMBL203,IC50,uM,0.388,,CCC(=O)Nc1cc2c(Nc3ccc(Cc4ccncc4)cc3)ncnc2cc1OC,,
16668229,CHEMBL3854863,CHEMBL3972605,6.46,=,IC50,nM,343.0,CHEMBL203,IC50,uM,0.343,,CCC(=O)Nc1cc2c(Nc3ccc(C(O)c4ccccc4)cc3)ncnc2cc1OC,,
16668230,CHEMBL3854863,CHEMBL3934034,7.44,=,IC50,nM,36.0,CHEMBL203,IC50,uM,0.036,,CCC(=O)Nc1cc2c(Nc3ccc(OCc4ccccc4)cc3)ncnc2cc1OC,,
16668231,CHEMBL3854863,CHEMBL3961532,7.17,=,IC50,nM,67.0,CHEMBL203,IC50,uM,0.067,,CCC(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OC,,
16668232,CHEMBL3854863,CHEMBL3925158,6.94,=,IC50,nM,116.0,CHEMBL203,IC50,uM,0.116,,CCC(=O)Nc1cc2c(Nc3ccc(OCc4ccccn4)cc3)ncnc2cc1OC,,
16668233,CHEMBL3854863,CHEMBL3916141,6.13,=,IC50,nM,747.0,CHEMBL203,IC50,uM,0.747,,CCC(=O)Nc1cc2c(Nc3ccc(CCc4ccccc4)cc3)ncnc2cc1OC,,
16668234,CHEMBL3854863,CHEMBL3944095,6.42,=,IC50,nM,383.0,CHEMBL203,IC50,uM,0.383,,CCC(=O)Nc1cc2c(Nc3ccc(NCc4ccccc4)cc3)ncnc2cc1OC,,
16668235,CHEMBL3854863,CHEMBL3970738,7.19,=,IC50,nM,65.0,CHEMBL203,IC50,uM,0.065,,CCC(=O)Nc1cc2c(Nc3ccc(NS(=O)(=O)c4ccccc4)cc3)ncnc2cc1OC,,
16668236,CHEMBL3854863,CHEMBL3941175,6.23,=,IC50,nM,593.0,CHEMBL203,IC50,uM,0.593,,CCC(=O)Nc1cc2c(Nc3ccc(NS(=O)(=O)c4ccccc4)c(F)c3)ncnc2cc1OC,,
16668237,CHEMBL3854863,CHEMBL3923650,6.28,=,IC50,nM,522.0,CHEMBL203,IC50,uM,0.522,,CCC(=O)Nc1cc2c(Nc3ccc(NS(=O)(=O)c4ccccc4)nc3)ncnc2cc1OC,,
16668238,CHEMBL3854863,CHEMBL3932176,8.22,=,IC50,nM,6.0,CHEMBL203,IC50,uM,0.006,,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,,
16668239,CHEMBL3854863,CHEMBL3950966,7.82,=,IC50,nM,15.0,CHEMBL203,IC50,uM,0.015,,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C(C)C)C(C)C,,
16668240,CHEMBL3854863,CHEMBL3923228,8.15,=,IC50,nM,7.0,CHEMBL203,IC50,uM,0.007,,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCCC1,,
16668241,CHEMBL3854863,CHEMBL3942228,8.10,=,IC50,nM,8.0,CHEMBL203,IC50,uM,0.008,,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,,
16668242,CHEMBL3854863,CHEMBL3914227,7.10,=,IC50,nM,79.0,CHEMBL203,IC50,uM,0.079,,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1[C@H](C)CCC[C@@H]1C,,
16668243,CHEMBL3854863,CHEMBL3907533,7.58,=,IC50,nM,26.0,CHEMBL203,IC50,uM,0.026,,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,,
16668244,CHEMBL3854863,CHEMBL3921129,7.64,=,IC50,nM,23.0,CHEMBL203,IC50,uM,0.023,,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,,
16668245,CHEMBL3854863,CHEMBL3941823,7.77,=,IC50,nM,17.0,CHEMBL203,IC50,uM,0.017,,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1C[C@@H](C)N[C@@H](C)C1,,
16668246,CHEMBL3854863,CHEMBL3971413,7.14,=,IC50,nM,72.0,CHEMBL203,IC50,uM,0.072,,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1[C@H](C)CNC[C@@H]1C,,
16668247,CHEMBL3854863,CHEMBL3950549,8.70,=,IC50,nM,2.0,CHEMBL203,IC50,uM,0.002,,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C(C)C)C(C)C,,
16668248,CHEMBL3854863,CHEMBL2110732,8.22,=,IC50,nM,6.0,CHEMBL203,IC50,uM,0.006,DACOMITINIB ANHYDROUS,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,,
16668249,CHEMBL3854863,CHEMBL3959248,8.15,=,IC50,nM,7.0,CHEMBL203,IC50,uM,0.007,,COCCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,,
16668250,CHEMBL3854863,CHEMBL3890186,8.00,=,IC50,nM,10.0,CHEMBL203,IC50,uM,0.01,,COCCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCCC1,,
16668251,CHEMBL3854863,CHEMBL3970330,7.80,=,IC50,nM,16.0,CHEMBL203,IC50,uM,0.016,,COCCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,,
16668252,CHEMBL3854863,CHEMBL3899132,7.42,=,IC50,nM,38.0,CHEMBL203,IC50,uM,0.038,,CCOc1cc2ncnc(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,,
16668253,CHEMBL3854863,CHEMBL3890751,7.44,=,IC50,nM,36.0,CHEMBL203,IC50,uM,0.036,,CCOc1cc2ncnc(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCCC1,,
16668254,CHEMBL3854863,CHEMBL3933895,6.91,=,IC50,nM,122.0,CHEMBL203,IC50,uM,0.122,,CCOc1cc2ncnc(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,,
16668255,CHEMBL3854863,CHEMBL3958482,6.88,=,IC50,nM,132.0,CHEMBL203,IC50,uM,0.132,,COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1NC(=O)/C=C/CN1CCCCC1,,
16668256,CHEMBL3854863,CHEMBL3930965,6.83,=,IC50,nM,148.0,CHEMBL203,IC50,uM,0.148,,COc1cc2ncnc(Nc3ccc(Cc4ccccn4)cc3)c2cc1NC(=O)/C=C/CN1CCCC1,,
16668257,CHEMBL3854863,CHEMBL3962365,7.22,=,IC50,nM,60.0,CHEMBL203,IC50,uM,0.06,,CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCC1,,
16668258,CHEMBL3854863,CHEMBL3939985,7.64,=,IC50,nM,23.0,CHEMBL203,IC50,uM,0.023,,CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,,
16668259,CHEMBL3854863,CHEMBL3977926,7.01,=,IC50,nM,98.0,CHEMBL203,IC50,uM,0.098,,CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)cc3)c2cc1NC(=O)/C=C/CN1CCCC1,,
16668260,CHEMBL3854863,CHEMBL3922922,6.79,=,IC50,nM,164.0,CHEMBL203,IC50,uM,0.164,,CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)cc3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,,
16668261,CHEMBL3854863,CHEMBL3986103,7.68,=,IC50,nM,21.0,CHEMBL203,IC50,uM,0.021,,CCOc1cc2ncnc(Nc3ccc(NS(=O)(=O)c4ccccc4)cc3)c2cc1NC(=O)/C=C/CN1CCCC1,,
16668262,CHEMBL3854863,CHEMBL3957416,7.16,=,IC50,nM,69.0,CHEMBL203,IC50,uM,0.069,,CCOc1cc2ncnc(Nc3ccc(NS(=O)(=O)c4ccccc4)cc3)c2cc1NC(=O)/C=C/CN1CCOCC1,,
16668263,CHEMBL3854863,CHEMBL3936505,7.09,=,IC50,nM,82.0,CHEMBL203,IC50,uM,0.082,,CCOc1cc2ncnc(Nc3ccc(NS(=O)(=O)c4ccccc4)cc3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,,
16668264,CHEMBL3854863,CHEMBL3968417,8.70,=,IC50,nM,2.0,CHEMBL203,IC50,uM,0.002,,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,,
16668265,CHEMBL3854863,CHEMBL3930506,7.85,=,IC50,nM,14.0,CHEMBL203,IC50,uM,0.014,,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,,
16668266,CHEMBL3854863,CHEMBL3958006,7.92,=,IC50,nM,12.0,CHEMBL203,IC50,uM,0.012,,O=C(/C=C/CN1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,,
16668267,CHEMBL3854863,CHEMBL3921555,7.72,=,IC50,nM,19.0,CHEMBL203,IC50,uM,0.019,,CN1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cn2)CC1,,
16668268,CHEMBL3854863,CHEMBL3949347,7.39,=,IC50,nM,41.0,CHEMBL203,IC50,uM,0.041,,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,,
16668269,CHEMBL3854863,CHEMBL3948267,7.24,=,IC50,nM,57.0,CHEMBL203,IC50,uM,0.057,,O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,,
16668270,CHEMBL3854863,CHEMBL3977504,6.70,=,IC50,nM,201.0,CHEMBL203,IC50,uM,0.201,,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(Oc4ccccc4)cc3)ncnc2cn1,,
16668271,CHEMBL3854863,CHEMBL3896779,6.75,=,IC50,nM,180.0,CHEMBL203,IC50,uM,0.18,,O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccc(Oc4ccccc4)cc3)ncnc2cn1,,
16668272,CHEMBL3854863,CHEMBL3969056,6.52,=,IC50,nM,304.0,CHEMBL203,IC50,uM,0.304,,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(Cc4ccccn4)cc3)ncnc2cn1,,
16668273,CHEMBL3854863,CHEMBL3967962,6.39,=,IC50,nM,405.0,CHEMBL203,IC50,uM,0.405,,O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccc(Cc4ccccn4)cc3)ncnc2cn1,,
16668274,CHEMBL3854863,CHEMBL3921446,6.07,=,IC50,nM,857.0,CHEMBL203,IC50,uM,0.857,,CN1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(Cc5ccccn5)cc4)ncnc3cn2)CC1,,
16668275,CHEMBL3854863,CHEMBL3981551,7.60,=,IC50,nM,25.0,CHEMBL203,IC50,uM,0.025,,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cn1,,
16668276,CHEMBL3854863,CHEMBL3904257,7.43,=,IC50,nM,37.0,CHEMBL203,IC50,uM,0.037,,O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cn1,,
16668277,CHEMBL3854863,CHEMBL939,8.52,=,IC50,nM,3.0,CHEMBL203,IC50,uM,0.003,GEFITINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,,
16668403,CHEMBL3854867,CHEMBL545315,8.70,=,IC50,nM,2.0,CHEMBL203,IC50,uM,0.002,CANERTINIB DIHYDROCHLORIDE,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,,
16668404,CHEMBL3854867,CHEMBL3974571,7.17,=,IC50,nM,67.0,CHEMBL203,IC50,uM,0.067,,C=C(C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,,
16668405,CHEMBL3854867,CHEMBL3918330,7.12,=,IC50,nM,75.0,CHEMBL203,IC50,uM,0.075,,C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,,
16668406,CHEMBL3854867,CHEMBL3946232,7.58,=,IC50,nM,26.0,CHEMBL203,IC50,uM,0.026,,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)C1=CCCC1,,
16668407,CHEMBL3854867,CHEMBL3957801,7.60,=,IC50,nM,25.0,CHEMBL203,IC50,uM,0.025,,CCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,,
16668408,CHEMBL3854867,CHEMBL3932176,8.70,=,IC50,nM,2.0,CHEMBL203,IC50,uM,0.002,,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,,
16668409,CHEMBL3854867,CHEMBL3950966,8.15,=,IC50,nM,7.0,CHEMBL203,IC50,uM,0.007,,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C(C)C)C(C)C,,
16668410,CHEMBL3854867,CHEMBL3923228,8.52,=,IC50,nM,3.0,CHEMBL203,IC50,uM,0.003,,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCCC1,,
16668411,CHEMBL3854867,CHEMBL3942228,8.70,=,IC50,nM,2.0,CHEMBL203,IC50,uM,0.002,,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,,
16668412,CHEMBL3854867,CHEMBL3914227,7.58,=,IC50,nM,26.0,CHEMBL203,IC50,uM,0.026,,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1[C@H](C)CCC[C@@H]1C,,
